,target,clean_text_hard,clean_text_light,tweet_len,urls,hashtags,emojis,mentions
5286,1,jszipuay news ukraine donbass jiduzi hq,,0,"['https://t.co/jszipuay3', 'http://t.co/jiduzi6HQ3']","['#News', '#Ukraine', '#Donbass']",[],[]
5287,1,forior colonel combat semenchenko tore shoulder straps ssli ry news ukraine apu war gzdslct,Forior colonel: Combat  tore the shoulder straps.,49,"['https://t.co/ssli0m3ry6', 'http://t.co/1gzdslct4r']","['#Semenchenko', '#News', '#Ukraine', '#APU', '#War']",[],[]
5288,1,fms thousand ukrainians want stay rf bn wsq news ukraine politics refugees afcezv xkt,About 900 thousand Ukrainians want to stay in,45,"['https://t.co/bn7wsq81v7', 'http://t.co/afcezv8xkt']","['#FMS', '#RF', '#News', '#Ukraine', '#Politics', '#refugees']",[],[]
5289,1,poroshenko met commander forces nato eu mcasw bhgq news ukraine war power hczrp lm,met with the commander of the forces  in,40,"['https://t.co/mcasw0bhgq', 'http://t.co/22hczrp5lm']","['#Poroshenko', '#NATO', '#EU', '#News', '#Ukraine', '#War', '#Power']",[],[]
5290,1,situation heating carpathia set office right sector kykvtdhbrh news ukraine arson ze kz jvvl,The situation is heating up: in  they set fire to the office of the Right Sector,80,"['https://t.co/kykvtdhbrh', 'http://t.co/ze7kz0jvvl']","['#Carpathia', '#News', '#Ukraine', '#arson']",[],[]
5291,1,state department forbade americans travel crimea mnaj bqwxr news state department west usa rf ukraine zp pxkkx,Department forbade the Americans to travel to    Department,59,"['https://t.co/mnaj4bqwxr', 'http://t.co/zp1pxkkx5c']","['#State', '#Crimea', '#News', '#State', '#West', '#USA', '#RF', '#Ukraine']",[],[]
5292,1,ukraine leaves search criminals cis lu uldrmob news avakov rf politics ggjr pjwif,leaves the system of the search for criminals along the,55,"['https://t.co/lu4Uldrmob', 'http://t.co/ggjr9pjwif']","['#Ukraine', '#CIS', '#News', '#Avakov', '#RF', '#Politics']",[],[]
5293,1,ukraine expects ships gift usa cw sej la nato war navy crimea rf arms weapon rfca oogos,expects ships as a gift from,28,"['https://t.co/cw4sej37la', 'http://t.co/rfca5oogos']","['#Ukraine', '#USA', '#NATO', '#War', '#Navy', '#Crimea', '#RF', '#Arms', '#Weapon']",[],[]
5294,1,lustration opinion kegeihk news ukraine power politics maidan kiev niljuqydki,in our opinion.,15,"['https://t.co/kegeihk4k8', 'http://t.co/niljuqydki']","['#Lustration', '#News', '#Ukraine', '#Power', '#Politics', '#Maidan', '#Kiev']",[],[]
5295,1,minister kvitashvili sent elite nation medical erotic tour cwexkis news politics ukraine cvn poegp,Minister  sent the elite of the nation to the medical erotic tour,65,"['https://t.co/cwexkis2y', 'http://t.co/cvn16poegp']","['#Kvitashvili', '#News', '#Politics', '#Ukraine']",[],[]
5296,1,chance yarosh opq yft right sector ukraine donbass mukachevo news putin rropbfhiy,The last chance   sector,24,"['https://t.co/e4opq0yft', 'http://t.co/rropbfhiy3']","['#Yarosh', '#Right', '#Ukraine', '#Donbass', '#Mukachevo', '#News', '#Putin']",[],[]
5297,1,ukraine handed evidence participation russia war donbass gi nwu vkt aw attzkvr,"Ukraine handed over to the UN evidence of the ""participation of Russia"" in the war in the Donbass",97,"['https://t.co/gi9nwu5vkt', 'https://t.co/aw8attzkvr']",[],[],[]
5298,1,special report collapse ussr ukraine farm represents jz fa youtube,Special report. After the collapse of the USSR. Ukraine - the farm represents . using @youtube,94,['https://t.co/746jz5u6fa'],[],[],['@youtube']
5299,1,yerevan kiev fkbyxbcmd news armenia maidan revolution ukraine politics mxln yzpnx,Why  is not,11,"['https://t.co/4fkbyxbcmd', 'http://t.co/mxln3yzpnx']","['#Yerevan', '#Kiev', '#News', '#Armenia', '#Maidan', '#Revolution', '#Ukraine', '#Politics']",[],[]
5300,1,ukraine receive million euros shelter chernobyl nuclear power plant wjhuapey news west ukraine ldqcgus,will receive another 100 million euros for the shelter of the Chernobyl  power plant.,85,"['https://t.co/04wjhuapey', 'http://t.co/ldqcgus6j0']","['#Ukraine', '#nuclear', '#News', '#West', '#Ukraine']",[],[]
5301,1,mccain burns shame weapon unheated ukraine qnhgosnurb news ukraine usa war hpiko egl,burns out of shame for the  unheated to Ukraine.,48,"['https://t.co/qnhgosnurb', 'http://t.co/hpiko7egl8']","['#McCain', '#weapon', '#News', '#Ukraine', '#USA', '#War']",[],[]
5302,1,waiting veche ongj umzi news right setter yarosh power poroshenko ukraine transcarpathia bsd gkwmwd,Waiting for the veche.   Setter,31,"['https://t.co/ongj61umzi', 'http://t.co/bsd5gkwmwd']","['#News', '#Right', '#Yarosh', '#power', '#Poroshenko', '#Ukraine', '#Transcarpathia']",[],[]
5303,1,dear sofa patriot tomorrow killed xflgmcfc news ukraine war donbass politics ipzhvskvc,Dear sofa  Tomorrow you will be killed.,39,"['https://t.co/xflgmcfc0k', 'http://t.co/5ipzhvskvc']","['#Patriot', '#News', '#Ukraine', '#War', '#Donbass', '#Politics']",[],[]
5304,1,disappearing sensations specifics white noise sox ds news media ukraine politics war rf tkwhyns,"The disappearing sensations, or the specifics of the ""white noise"".",67,"['https://t.co/q4sox0a7ds', 'http://t.co/813TKWHYNS']","['#news', '#media', '#Ukraine', '#Politics', '#War', '#RF']",[],[]
5305,1,poroshenko fight kolomoisky nvxafye ct news ukraine power kiev kolomoisky xky pyc,will fight again with Kolomoisky.,33,"['https://t.co/nvxafye6ct', 'http://t.co/xky0eg0pyc']","['#Poroshenko', '#News', '#Ukraine', '#power', '#Kiev', '#Kolomoisky']",[],[]
5306,1,putin questions investigate crash mn ogggtdfkj news ukraine donbass nzpdodw bc,There are many questions to investigate the crash,49,"['https://t.co/ogggtdfkj6v', 'http://t.co/nzpdodw1bc']","['#Putin', '#MN17', '#News', '#Ukraine', '#Donbass']",[],[]
5307,1,poroshenko lures militias ukrainian army mu hdsf news ukraine apu war qvjfire,lures the militias in the Ukrainian army.,41,"['https://t.co/mu41z0hdsf', 'http://t.co/qvjfire89']","['#Poroshenko', '#News', '#Ukraine', '#APU', '#War']",[],[]
5308,1,donetsk savchenko security measures strengthened usep ctrov news rf safety ukraine wpvuw nj,In  because of  security measures strengthened.,47,"['https://t.co/usep5ctrov', 'http://t.co/wpvuw1b9nj']","['#Donetsk', '#Savchenko', '#News', '#RF', '#Safety', '#Ukraine']",[],[]
5309,1,transnistria protected provocations ukraine atlhnlig news ukraine war politics mdirx epz,is protected from provocations of Ukraine.,42,"['https://t.co/e9atlhnlig', 'http://t.co/mdirx5epz8']","['#Transnistria', '#News', '#Ukraine', '#War', '#Politics']",[],[]
5310,1,pushkov poroshenko preparing revolution fz qmgqj news ukraine yarosh maidan politics zwpkd bvri,"is preparing a ""revolution"".",28,"['https://t.co/fz7qmgqj5k', 'http://t.co/zwpkd7bvri']","['#Pushkov', '#Poroshenko', '#News', '#Ukraine', '#Yarosh', '#Maidan', '#Politics']",[],[]
5311,1,payette arrive order mbwlscsl news usa ambassador ukraine verification politics power wfhxotjry,"arrive, in the order.",21,"['https://t.co/0mbwlscsl', 'http://t.co/wfhxotjry9']","['#Payette', '#News', '#USA', '#Ambassador', '#Ukraine', '#Verification', '#Politics', '#Power']",[],[]
5312,1,klitschko presented fighter selfie instead apartment uosg oed news ukraine kiev sport politics zp inlgseb,presented a fighter  instead of an apartment.,45,"['https://t.co/a8uosg1oed', 'http://t.co/zp3inlgseb']","['#Klitschko', '#selfie', '#News', '#Ukraine', '#Kiev', '#Sport', '#Politics']",[],[]
5313,1,interpol deleted yanukovych database mciaemxy news ukraine politics wanted gvi gfz hs,deleted  from the database.,27,"['https://t.co/52mciaemxy', 'http://t.co/gvi1gfz2hs']","['#Interpol', '#Yanukovych', '#News', '#Ukraine', '#Politics', '#wanted']",[],[]
5314,1,report kiev continues limit freedom media country zgyhxijfr news ukraine politics byylciogus,Report   continues to limit the freedom  in the country.,56,"['https://t.co/4zgyhxijfr', 'http://t.co/byylciogus']","['#UN', '#Kiev', '#media', '#News', '#Ukraine', '#Politics']",[],[]
5315,1,media ukrainians began likely refused issue schengen visas zizkxojz eu news ukraine zid sdwi,Ukrainians began to be more likely to be refused to issue  visas.,65,"['https://t.co/v3zizkxojz', 'http://t.co/zid0sdwi9v']","['#Media', '#Schengen', '#EU', '#News', '#Ukraine']",[],[]
5316,1,ukraine unites nazi islam iists aqjkx news ss germany war nazism ydail yllllllllllllll,unites  and,11,"['https://t.co/5aqjkx8l35', 'http://t.co/ydail6yllllllllllllll']","['#Ukraine', '#Nazi', '#Islam', '#News', '#ss', '#Germany', '#War', '#Nazism']",[],[]
5317,1,ukraine fascist shit byqietxlj news fascism hitler germany politics ifog zmzgb,in fascist shit.,16,"['https://t.co/byqietxlj2', 'http://t.co/ifog6zmzgb']","['#Ukraine', '#News', '#fascism', '#Hitler', '#Germany', '#Politics']",[],[]
5318,1,concert makarevich kiev called house lfmmer zms news ukraine creativity politics ktrdiei,The concert  in  was called a full house.,41,"['https://t.co/lfmmer7zms', 'http://t.co/ktrdiei5as']","['#Makarevich', '#Kiev', '#News', '#Ukraine', '#Creativity', '#Politics']",[],[]
5319,1,sk knows names contractors criminal orders ukraine phjfpg news politics ukraine yqg ijayi,knows the names of the contractors of criminal orders in Ukraine.,65,"['https://t.co/j7phjfpg6', 'http://t.co/5yqg9ijayi']","['#SK', '#News', '#Politics', '#Ukraine']",[],[]
5320,1,nuland minsk performed kiev need support vu fn news ukraine enqdgbzuip,"if ""  will be performed,  will not need support.",48,"['https://t.co/u2vu55k8fn', 'http://t.co/enqdgbzuip']","['#Nuland', '#Minsk2', '#Kiev', '#News', '#Ukraine']",[],[]
5321,1,fighting donbass aenzq news ukraine war rf politics dfoe jnoru,Who is fighting in,18,"['https://t.co/at3aenzq0u', 'http://t.co/dfoe1jnoru']","['#Donbass', '#News', '#Ukraine', '#War', '#RF', '#Politics']",[],[]
5322,1,ukraine sells secrets ussr army west mosolen fbmgi lu ssgdab,Ukraine sells the Secrets of the USSR Army to the West to get mosolen,69,"['https://t.co/94fbmgi5lu', 'https://t.co/ssgdab363u']",[],[],[]
5323,1,tvvulhmaho news ukraine maidan politics hmgoicyvmmm,,0,"['https://t.co/tvvulhmaho', 'http://t.co/hmgoicyvmmm']","['#News', '#Ukraine', '#Maidan', '#Politics']",[],[]
5324,1,medvedev russian federation supports integrity ukraine amendment crimea ke bsruy news ukraine nmimvfwc,Russian Federation supports the integrity of Ukraine with an amendment to,73,"['https://t.co/ke2k5bsruy', 'http://t.co/nmimvfwc0g']","['#Medvedev', '#the', '#Crimea', '#News', '#Ukraine']",[],[]
5325,1,limonov problems greece donbass solved zuvuxh ti news ukraine war greece dermouugfw,Problems of Greece and  must be solved now.,43,"['https://t.co/9zuvuxh1ti', 'http://t.co/dermouugfw5']","['#Limonov', '#Donbass', '#News', '#Ukraine', '#War', '#Greece']",[],[]
5326,1,boxing business mayor kiev krying illegal construction sites xmrj hrkf news klitschko ukraine ddkdh fa,Not a boxing business: mayor  Krying illegal construction sites.,64,"['https://t.co/0xmrj7hrkf', 'http://t.co/ddkdh0fa']","['#Kiev', '#News', '#Klitschko', '#Ukraine']",[],[]
5327,1,privatization ukrainian investors buy resell russians twz bm news ukraine catook tje,in Ukrainian: investors will buy to resell the Russians.,56,"['https://t.co/l0twz0g7bm', 'http://t.co/catook4tje']","['#Privatization', '#News', '#Ukraine']",[],[]
5328,1,war ukraine fight canceled boiler myv lr news ukraine mobilization rs frh,"in Ukraine: there is no one to fight, but no one canceled the boiler.",69,"['https://t.co/m7myv5p1lr', 'http://t.co/40rs6frh5']","['#War', '#News', '#Ukraine', '#mobilization']",[],[]
5329,1,analyst gas problem ukraine steal zssbcpbopde news ukraine politics bdpmtdal,"Analyst about the ""gas problem"": Ukraine can only steal.",56,"['https://t.co/zssbcpbopde', 'http://t.co/bdpmtdal4e']","['#News', '#Ukraine', '#Politics']",[],[]
5330,1,ukraine approaches eu europe hastily closes doors tal kwbl news politics visa war xabplqsujm,"""approaches"" to  Europe hastily closes the doors.",49,"['https://t.co/m5tal4kwbl', 'http://t.co/xabplqsujm']","['#Ukraine', '#EU', '#News', '#Politics', '#Visa', '#War']",[],[]
5331,1,fms august changes rules stay citizens ukraine rf devglexmkw news ukraine war mx myp,"from August 1, changes the rules for the stay of citizens of Ukraine in the",75,"['https://t.co/devglexmkw', 'http://t.co/mx6f8s4myp']","['#FMS', '#RF', '#News', '#Ukraine', '#War']",[],[]
5332,1,ukrainian tanks needed ethiopia nigeria fmhduaisvb news arms ukraine politics wylmeovhzz,Ukrainian  are needed only Ethiopia and Nigeria.,48,"['https://t.co/fmhduaisvb', 'http://t.co/wylmeovhzz']","['#tanks', '#News', '#Arms', '#Ukraine', '#Politics']",[],[]
5333,1,sevastopol ukrainian summer bgsrwgoi news history crimea ukraine rf politics ngsni yriri,2013. The last Ukrainian summer.,32,"['https://t.co/bgsrwgoi3o', 'http://t.co/5ngsni1yriri']","['#Sevastopol', '#News', '#History', '#Crimea', '#Ukraine', '#RF', '#Politics']",[],[]
5334,1,odessa residents remove garbage oligarch puts new fence wcatlqeqnp odessa ukraine beach tourism lreezbpkhz,"While Odessa residents remove garbage,  puts a new fence.",57,"['https://t.co/wcatlqeqnp', 'http://t.co/lreezbpkhz']","['#oligarch', '#Odessa', '#Ukraine', '#beach', '#tourism']",[],[]
5335,1,ukraine canceled negotiations international creditors sutq jhe news crisis economics west hlk fnzi,canceled negotiations with international creditors.,51,"['https://t.co/h3sutq7jhe', 'http://t.co/hlk2fnzi6']","['#Ukraine', '#News', '#Crisis', '#Economics', '#West']",[],[]
5336,1,russian ukrainian border canceled cwjol ayvf news ukraine rf crimea politics mbyqca,Russian-Ukrainian  is canceled?,31,"['https://t.co/cwjol0ayvf', 'http://t.co/d1b4mbyqca']","['#border', '#News', '#Ukraine', '#RF', '#Crimea', '#Politics']",[],[]
5337,1,ukraine vain teases investors blackmail defaults worse vuuzfxht investors west nxs fmhb,in vain teases investors: blackmail  even worse than himself.,61,"['https://t.co/e7vuuzfxht', 'http://t.co/nxs8z3fmhb']","['#Ukraine', '#defaults', '#investors', '#West']",[],[]
5338,1,historians ukraine new atlas spoke thousand year history qcdemfpm news ukraine wc yh qgqh,"Historians of Ukraine in the new Atlas spoke about its ""three thousand -year history.""",86,"['https://t.co/0qcDemfpm2', 'http://t.co/wc8yh6qgqh']","['#News', '#Ukraine']",[],[]
5339,1,kindergarten destroyed result ato donetsk bkpasqfbv news children ukraine apu aggression anpmoidu,Kindergarten is destroyed as a result of  under,47,"['https://t.co/bkpasqfbv3', 'http://t.co/anpmoidu8i']","['#ATO', '#Donetsk', '#News', '#children', '#Ukraine', '#APU', '#aggression']",[],[]
5340,1,poroshenko ukraine hopes apply membership eu years xrll news economics eo yckbw,hopes to apply for membership in  in 5 years,44,"['https://t.co/s7b064xrll', 'http://t.co/b4eo7yckbw']","['#Poroshenko', '#Ukraine', '#EU', '#News', '#Economics']",[],[]
5341,1,ukraine belarus agreed hryvnia bilateral calculations dkdgsdhtjx news tmpcwewi,and  agreed to use the hryvnia for bilateral calculations.,58,"['https://t.co/dkdgsdhtjx', 'http://t.co/tmpcwewi6q']","['#Ukraine', '#Belarus', '#News']",[],[]
5342,1,crisis ukraine case second world war rv news ukraine politics usa hdzhri nle,in Ukraine: This was not the case from the Second World War.,60,"['https://t.co/y8d63rv2of', 'http://t.co/hdzhri6nle']","['#Crisis', '#News', '#Ukraine', '#Politics', '#USA']",[],[]
5343,1,natives zaporozhye shot border guard rostov region lzdddef av news ukraine war rf vtnxaoiib,The natives of Zaporozhye shot a border guard in  'region.,58,"['https://t.co/lzdddef6AV', 'http://t.co/vtnxaoiib5']","['#Rostov', '#News', '#Ukraine', '#War', '#RF']",[],[]
5344,1,atomic maidan ukraine verge disaster turkey accused ukraine indirect support failed military dsfsnew,"Atomic ""Maidan"": Ukraine on the verge of disaster Turkey accused Ukraine of indirect support for the failed military .",118,['https://t.co/5dsfsnew9t'],[],[],[]
5345,1,ukraine united states intend soon launch space rocket observer reports uzisupbdya,"Ukraine and the United States intend to soon launch the space rocket, the observer reports",90,['https://t.co/uzisupbdya'],[],[],[]
5346,1,belarusians moan refugees donbass zmlbv tp news ukraine belarus refugees politics ywsa tnp,Belarusians moan from refugees with,35,"['https://t.co/zmlbv2tp9u', 'http://t.co/ywsa5tnp4w']","['#Donbass', '#News', '#Ukraine', '#Belarus', '#refugees', '#Politics']",[],[]
5347,1,poroshenko wants governor god earth mt fjpd news ukraine power politics kiev kqgs vu,"wants to become a ""governor of God"" on earth.",45,"['https://t.co/as9mt6fjpd', 'http://t.co/7kqgs52VU3']","['#Poroshenko', '#News', '#Ukraine', '#Power', '#Politics', '#Kiev']",[],[]
5348,1,ukraine slantsy project replacement shell netherlands company yuzgas competition hsgjsqnjiq,Ukraine has found the Slantsy project for the replacement of Shell Netherlands company Yuzgas B.V. won the competition H .,122,['https://t.co/hsgjsqnjiq'],[],[],[]
5349,1,ukraine block classmates vkontakte ljihjleovt social networks politics ukraine vofchor,"In Ukraine, they can block "" and ""  networks",44,"['https://t.co/ljihjleovt', 'http://t.co/9vofchor15']","['#classmates', '#VKontakte', '#social', '#Politics', '#Ukraine']",[],[]
5350,1,ukraine step closer ig vptitq comparison isis news politics,has become one step closer to,29,['https://t.co/61x1vptitq'],"['#Ukraine', '#IG', '#comparison', '#ISIS', '#News', '#Politics']",[],[]
5351,1,usa introduced sanctions people companies lk zo ldbj news politics rf ukraine ipro nlphl,USA introduced  against another 11 people and 15 companies.,59,"['https://t.co/lk3zo4ldbj', 'http://t.co/ipro7NLPHL']","['#The', '#sanctions', '#News', '#Politics', '#RF', '#Ukraine']",[],[]
5352,1,tsuv socially significant objects restored donbass qabz ippkn news ukraine nbkvs,TsUV: More than 200 socially significant objects are restored to,64,"['https://t.co/qabz3ippkn', 'http://t.co/o24b7nbkvs']","['#Donbass', '#News', '#Ukraine']",[],[]
5353,1,osce ukraine sudden insight bofeqdrfk news ato ukraine war vh mt jg,Why would it be  in Ukraine sudden insight?,43,"['https://t.co/2bofeqdrfk', 'http://t.co/vh8mt5jg1h']","['#OSCE', '#News', '#ATO', '#Ukraine', '#War']",[],[]
5354,1,myths insights facebook pamcqqu cpuv news ukraine nation social networks war politics germany xrn yyo,"Myths, insights and      networks",33,"['https://t.co/pamcqqu1cpuv', 'http://t.co/xrn3YYO7T8']","['#Facebook', '#News', '#Ukraine', '#nation', '#social', '#War', '#Politics', '#Germany']",[],[]
5355,1,goal task play usa ac jjfauh news nato rf sbu ukraine war national guard fjpf,The goal and task is to play along  USA.        Guard,53,"['https://t.co/ac84jjfauh', 'http://t.co/r4l5fjpf']","['#the', '#News', '#NATO', '#RF', '#SBU', '#Ukraine', '#War', '#National']",[],[]
5356,1,ukraine sale europe eliminates ukrainian airline business bought sold ukraine dqkk ahla,"Ukraine for sale: Europe eliminates Ukrainian airline business everything is bought and everything is sold, and even in Ukraine - t .",133,['https://t.co/8DQKK2AHLA'],[],[],[]
5357,1,ukrainian military sell internet equipment vtbdtyug news politics apu war ukraine gkl ng,The Ukrainian military sell via the Internet,44,"['https://t.co/vtbdtyug6q', 'http://t.co/7gkl2x1ng2']","['#Equipment', '#News', '#Politics', '#APU', '#War', '#Ukraine']",[],[]
5358,1,military united states tried illegally deliver weapons ukraine austria upt fr kk news ukraine dkj zlvvx,The military  United States tried to illegally deliver  to Ukraine through Austria.,83,"['https://t.co/9upt3fr8kk', 'http://t.co/dkj2v4zlvvx']","['#the', '#weapons', '#News', '#Ukraine']",[],[]
5359,1,situation aggravated population donetsk evacuated aorzwf donbass atota war ukraine jbe duslm,The situation is aggravated. The population  is evacuated.,58,"['https://t.co/c810aorzwf', 'http://t.co/9jbe5duslm']","['#Donetsk', '#Donbass', '#atota', '#War', '#Ukraine']",[],[]
5360,1,ukrainian security officials fired city dokuchaevsk donbass lzrcnwcm news ukraine war ato gv pcral,Ukrainian  officials fired at the city  in,42,"['https://t.co/42lzrcnwcm', 'http://t.co/d4gv0pcral']","['#security', '#Dokuchaevsk', '#Donbass', '#News', '#Ukraine', '#War', '#Ato']",[],[]
5361,1,moldova betrayed junta xntropjiy transnistria ukraine news hunt politics rf netefstxs,betrayed the junta.,19,"['https://t.co/xntropjiy5', 'http://t.co/netefstxs5']","['#Moldova', '#Transnistria', '#Ukraine', '#News', '#Hunt', '#Politics', '#RF']",[],[]
5362,1,ukraine created black list books rf wqb rh politics books culture gurat incm,"created a ""black list"" of books",31,"['https://t.co/a3r3wqb7rh', 'http://t.co/gurat6incm']","['#Ukraine', '#RF', '#Politics', '#Books', '#Culture']",[],[]
5363,1,aksenov suggested helping dismiss yatsenyuk cdpygbmf news ukraine crimea rf politics nxexlc,suggested helping to dismiss,28,"['https://t.co/2cdpygbmf0', 'http://t.co/1r2NXEXLC9']","['#Aksenov', '#Yatsenyuk', '#News', '#Ukraine', '#Crimea', '#RF', '#Politics']",[],[]
5364,1,employers hide slope blacklisted ukraine jhn vqx news ukraine keiuwtsnzz,Employers who hide the slope will be blacklisted in Ukraine.,60,"['https://t.co/jhn8e1vqx1', 'http://t.co/keiuwtsnzz']","['#News', '#Ukraine']",[],[]
5365,1,ippolit matveevich yatsenyuk gkyluycm news politics ukraine crisis war rf nneaotohbr,Ippolit Matveevich,18,"['https://t.co/gkyluycm9h', 'http://t.co/nneaotohbr']","['#Yatsenyuk', '#News', '#Politics', '#Ukraine', '#Crisis', '#War', '#RF']",[],[]
5366,1,usa allocated million ukraine information war gubfkmwyjy news ukraine rf politics sh,USA allocated $ 100 million to Ukraine for the information war,62,"['https://t.co/gubfkmwyjy', 'http://t.co/0696SH18IS']","['#The', '#News', '#Ukraine', '#RF', '#Politics']",[],[]
5367,1,sk completed investigation case savchenko ciuo news ukraine atoto donbass politics rf fkthxttrhf,completed the investigation of the case,39,"['https://t.co/ciuo4k5s9e', 'http://t.co/fkthxttrhf']","['#SK', '#Savchenko', '#News', '#Ukraine', '#atoto', '#Donbass', '#Politics', '#RF']",[],[]
5368,1,ukrainians remained crimea pyhrjwahqa news rf ukraine realtors real estate politics ijog snyr,Ukrainians remained in       Estate,35,"['https://t.co/pyhrjwahqa', 'http://t.co/ijog7Snyr3']","['#Crimea', '#News', '#RF', '#Ukraine', '#Realtors', '#Real', '#Politics']",[],[]
5369,1,text ukrainian ban published russian federation russia svue hp news ukraine nok bj,The text of the Ukrainian bill on the ban is published to call  Russian Federation Russia.,90,"['https://t.co/svue1hp5k0', 'http://t.co/7nok09bj20']","['#the', '#News', '#Ukraine']",[],[]
5370,1,avakov announced dismissal employees traffic police donetsk region ahc fqzu news ukraine sxgdwn whvv,announced the dismissal of all employees  police  region.,57,"['https://t.co/8ahc6fqzu9', 'http://t.co/sxgdwn7whvv']","['#Avakov', '#traffic', '#Donetsk', '#News', '#Ukraine']",[],[]
5371,1,ukrainians remained crimea pyhrjwahqa news crimea rf ukraine real estate politics mqmynt ox,Ukrainians remained in the Crimea.      estate,46,"['https://t.co/pyhrjwahqa', 'http://t.co/mqmynt9ox']","['#News', '#Crimea', '#RF', '#Ukraine', '#real', '#Politics']",[],[]
5372,1,foreign ministry ukraine canceled diplomatic passport prime minister azarov zchxjdtw news ukraine politics adqnsozogg,Ministry of Ukraine was canceled by the diplomatic passport of the former prime minister,88,"['https://t.co/2zchxjdtw3', 'http://t.co/adqnsozogg']","['#Foreign', '#Azarov', '#News', '#Ukraine', '#Politics']",[],[]
5373,1,ukraine intends stand court imposed russia kyiv return russia million zh ixat cs,Ukraine intends to stand on its own in court on the imposed by Russia Kyiv should not return Russia 3 million .,111,['https://t.co/zh1ixat0cs'],[],[],[]
5374,1,charliehebdo laughed crashed malaysian boeing tct rnkxh news media mh ukraine retjkj,laughed at the crashed Malaysian Boeing.,40,"['https://t.co/tct3rnkxh1', 'http://t.co/e5b0retjkj']","['#Charliehebdo', '#News', '#media', '#mH17', '#Ukraine']",[],[]
5375,1,non cube non confusion pictures visible ganba cbzpqdpjpl news ukraine crisis economy xlxfeghcol,To the non -cube of non -confusion. Pictures of the visible ganba,65,"['https://t.co/cbzpqdpjpl', 'http://t.co/xlxfeghcol']","['#News', '#Ukraine', '#Crisis', '#Economy']",[],[]
5376,1,inhabitants ukraine want escape country forever comongagib news ukraine crisis poll war unljegjr,61% of the inhabitants of Ukraine want to escape from the country forever.,74,"['https://t.co/comongagib', 'http://t.co/unljegjr9k']","['#News', '#Ukraine', '#Crisis', '#Poll', '#War']",[],[]
5377,1,newly elected president poland statement ukrainian crisis vs news ukraine dzcbznmhu,The newly elected President of Poland made a statement on the Ukrainian,71,"['https://t.co/308vs9p05q', 'http://t.co/dzcbznmhu7']","['#crisis', '#News', '#Ukraine']",[],[]
5378,1,western media yanukovych right vaigcqss news politics eu ukraine maidan sd cd yvhz,Western   was right.,20,"['https://t.co/k0vaigcqss', 'http://t.co/sd6cd5yvhz']","['#media', '#Yanukovych', '#News', '#Politics', '#EU', '#Ukraine', '#Maidan']",[],[]
5379,1,ukrainians convey military instructors usa experience combating russians igotj hnnt news ukraine war tvn sosdgb,Ukrainians convey to military instructors  USA the experience of combating Russians.,84,"['https://t.co/igotj3hnnt', 'http://t.co/tvn8SOSDGB']","['#the', '#News', '#Ukraine', '#War']",[],[]
5380,1,bandera inquisition wk tja kis news fascism bandera ukraine war politics media ymlsqnv,Bandera,7,"['https://t.co/wk6tja2kis', 'http://t.co/ymlsqnv9w9']","['#Inquisition', '#News', '#fascism', '#Bandera', '#Ukraine', '#War', '#Politics', '#media']",[],[]
5381,1,appearance ukrainians excluded washington ti crheqkh west usa ukraine donbass war skcvxmf,The appearance of two Ukrainians is not excluded in,51,"['https://t.co/ti6crheqkh', 'http://t.co/x1skcvxmf2']","['#Washington', '#West', '#USA', '#Ukraine', '#Donbass', '#War']",[],[]
5382,1,media ukraine plans lower temperature norm apartments winter orc news crisis snupo mjp,plans to lower the temperature norm in the apartments in winter.,64,"['https://t.co/2j1i3s6orc', 'http://t.co/7Snupo3mjp']","['#Media', '#Ukraine', '#News', '#Crisis']",[],[]
5383,1,media ukraine arrange safari conscripts ucarxp rqk news ukraine arms politics zbzrtbwjx,"In Ukraine, they arrange  on conscripts.",40,"['https://t.co/ucarxp8rqk', 'http://t.co/0zbzrtbwjx']","['#Media', '#Safari', '#News', '#Ukraine', '#Arms', '#Politics']",[],[]
5384,1,america ready provide ukraine million kw xgqdntl news usa ukraine politics rev jpe,is ready to provide Ukraine with another $ 500 million.,55,"['https://t.co/kw2xgqdntl', 'http://t.co/rev5jpe50c']","['#America', '#News', '#USA', '#Ukraine', '#Politics']",[],[]
5385,1,ukraine russia houses si wtrqodi youtube,"Ukraine, Russia - two of my houses using @youtube",49,['https://t.co/si3wtrqodi'],[],[],['@youtube']
5386,1,polish deputies want come crimea kn ffxbaxh news rf eu poland politics ukraine putin sfvdsygs,Polish deputies want to come to,31,"['https://t.co/kn7ffxbaxh', 'http://t.co/sfvdsygs4i']","['#Crimea', '#News', '#RF', '#EU', '#Poland', '#Politics', '#Ukraine', '#Putin']",[],[]
5387,1,lyashko announced coup calls storm rada ovgvhcmxc news ukraine donbass politics ixedllefj,announced  and calls to storm Rada,34,"['https://t.co/3OVGVHCMXC', 'http://t.co/6ixedllefj']","['#Lyashko', '#coup', '#News', '#Ukraine', '#Donbass', '#Politics']",[],[]
5388,1,ukraine intend peaceful state ukraine divorced real life continues believe st tjqi tuccl,"Ukraine does not intend to be a peaceful state . Ukraine is divorced from real life , but continues to believe in St.",117,['https://t.co/tjqi2tuccl'],[],[],[]
